word
bez
cez
do
k
kvôli
medzi
miesto
mimo
na
nad
napriek
naprieč
naproti
navrchu
o
od
okolo
okrem
po
pod
podľa
pomedzi
pozdĺž
počas
pre
prez
pri
prostredníctvom
proti
s
skrz
u
v
vedľa
vinou
vrátane
vôkol
z
za
