word
ad
bez
beze
blízko
během
cestou
dle
do
dík
díky
hu
jménem
ke
kolem
krom
kromě
ku
kvůli
mezi
mimo
místo
nad
nade
naproti
napříč
narozdíl
navrch
navzdory
nedaleko
nevyjímaje
o
ob
od
ode
ohledně
okolo
oproti
po
poblíž
pod
pode
podle
podél
pomocí
pro
prostřednictvím
proti
před
přede
přes
přese
při
s
se
skrz
skrze
stranou
u
uprostřed
v
ve
vedle
vepředu
versus
via
vinou
vlivem
vně
vod
vpředu
vstříc
včetně
vůči
z
za
ze
zkraje
zpod
zpoza
